time_s,distance_m,ax_mps2,ay_mps2,az_mps2,gx_radps,gy_radps,gz_radps,accel_mag,gyro_mag,jerk
25.38,17.766,0.05481,-0.00306,9.814,-0.0076,0.00349,-0.014,9.81415,0.01631,0.99781
25.4,17.78,0.05117,-0.00842,9.81623,-0.00937,0.00512,-0.01195,9.81637,0.01603,0.11072
25.42,17.794,0.02442,-0.02856,9.78105,-0.00661,0.00289,-0.01509,9.78112,0.01672,-1.76236
25.44,17.808,0.04883,-0.01768,9.79279,-0.01077,0.00444,-0.01658,9.79293,0.02027,0.59063
25.46,17.822,0.02605,-0.01582,9.83878,-0.01256,0.00338,-0.00613,9.83882,0.01438,2.29456
25.48,17.836,0.02258,0.00517,9.79156,-0.00385,0.00564,-0.01021,9.79158,0.01228,-2.36189
25.5,17.85,0.02796,0.01195,9.79032,-0.01128,0.01232,-0.01727,9.79037,0.02402,-0.06087
25.52,17.864,0.04579,-0.00405,9.79338,-0.00447,0.00866,-0.00899,9.79349,0.01326,0.1561
25.54,17.878,0.04948,-0.02395,9.77045,-0.00255,0.00477,-0.01695,9.77061,0.01779,-1.1442
25.56,17.892,0.02092,-0.01709,9.77298,-0.0057,0.01473,-0.01603,9.77302,0.02251,0.12076
25.58,17.906,-0.01141,-0.01604,9.77825,-0.00726,0.00693,-0.00935,9.77827,0.01372,0.26243
25.6,17.92,-0.00085,-0.02747,9.77868,-0.00636,0.01283,-0.01211,9.77872,0.01875,0.02248
25.62,17.934,-0.00137,0.00726,9.77324,-0.00293,0.00855,-0.00933,9.77324,0.01298,-0.2739
25.64,17.948,-0.0258,-0.0158,9.73642,-0.00447,0.00985,-0.00993,9.73647,0.01468,-1.83842
25.66,17.962,-0.04806,-0.01471,9.79013,-0.00336,0.00879,-0.0126,9.79026,0.01572,2.6892
25.68,17.976,-0.03089,-0.03427,9.75434,-0.01237,0.00849,-0.01557,9.75445,0.02162,-1.79049
25.7,17.99,-0.03411,-0.0118,9.77209,-0.003,0.00997,-0.01692,9.77215,0.01986,0.8854
25.72,18.004,-0.03483,-0.04282,9.74044,-0.00661,0.00671,-0.01702,9.74059,0.01945,-1.57801
25.74,18.018,-0.05699,-0.03172,9.75653,-0.00398,0.00044,-0.01036,9.75674,0.0111,0.80751
25.76,18.032,-0.07192,-0.03823,9.79685,-0.00668,0.00556,-0.01317,9.79718,0.01578,2.02197
25.78,18.046,-0.05599,-0.02263,9.7496,-0.00305,0.00531,-0.01715,9.74979,0.01821,-2.36966
25.8,18.06,-0.04356,-0.03253,9.74585,-0.00605,0.01129,-0.01456,9.746,0.01939,-0.18963
25.82,18.074,-0.01271,-0.05665,9.75927,-0.00096,0.00631,-0.00889,9.75944,0.01094,0.67233
25.84,18.088,0.00157,-0.04826,9.74344,-0.00524,0.0069,-0.01168,9.74356,0.01454,-0.79431
25.86,18.102,0.02108,-0.0228,9.7763,0.00026,0.01009,-0.00917,9.77635,0.01364,1.63969
25.88,18.116,0.07323,-0.04107,9.76974,-0.00652,0.00603,-0.00864,9.7701,0.01239,-0.31256
25.9,18.13,0.07886,-0.04005,9.75502,-0.00846,0.01125,-0.01521,9.75542,0.02072,-0.73416
25.92,18.144,0.10129,-0.01528,9.75772,-0.00649,0.01199,-0.01613,9.75825,0.02112,0.14183
25.94,18.158,0.1059,-0.04789,9.74459,-0.00299,0.00758,-0.0147,9.74528,0.01681,-0.64878
25.96,18.172,0.09547,-0.02069,9.75635,-0.00038,-0.0014,-0.01404,9.75684,0.01411,0.57788
25.98,18.186,0.0989,-0.05563,9.7565,-0.00171,0.01065,-0.00818,9.75716,0.01354,0.01626
26,18.2,0.06368,-0.02536,9.77161,-0.00508,0.00645,-0.0113,9.77185,0.01397,0.73459
26.02,18.214,0.0873,-0.02887,9.72346,-0.00147,0.00907,-0.00953,9.7239,0.01324,-2.3979
26.04,18.228,0.03617,-0.03236,9.75514,-0.00468,0.00783,-0.00536,9.75526,0.01058,1.56842
26.06,18.242,0.051,-0.04378,9.76938,-0.00223,0.00917,-0.0098,9.76961,0.01361,0.71745
26.08,18.256,-0.00554,-0.03264,9.7498,-0.00368,0.0124,-0.01018,9.74986,0.01645,-0.98775
26.1,18.27,0.0094,-0.03392,9.77049,-0.00095,0.01321,-0.00944,9.77056,0.01627,1.035
26.12,18.284,-0.04119,-0.0502,9.76191,-0.00121,0.00496,-0.01195,9.76213,0.013,-0.42163
26.14,18.298,-0.02812,-0.01197,9.76825,-0.00478,0.00979,-0.00973,9.7683,0.01461,0.3086
26.16,18.312,-0.04659,-0.0338,9.76109,0.00011,0.00964,-0.00099,9.76126,0.00969,-0.35196
26.18,18.326,-0.0488,-0.03035,9.79246,0.00448,0.00743,-0.00858,9.79263,0.01221,1.56841
26.2,18.34,-0.00734,-0.03792,9.76127,0.00067,0.01117,-0.00965,9.76135,0.01477,-1.56395
26.22,18.354,-0.07439,-0.02236,9.80323,0.00147,0.00914,-0.00033,9.80354,0.00927,2.1097
26.24,18.368,-0.05401,-0.05018,9.75585,0.00235,0.01095,-0.00211,9.75612,0.0114,-2.37085
26.26,18.382,-0.07677,-0.04286,9.79087,-0.00016,0.00579,-0.00373,9.79127,0.00689,1.75706
26.28,18.396,-0.07484,-0.06654,9.83757,0.00144,0.00449,-0.0018,9.83808,0.00505,2.34049
26.3,18.41,-0.06635,-0.02714,9.81134,-0.00122,0.0045,-0.00043,9.8116,0.00468,-1.32362
26.32,18.424,-0.05594,-0.02299,9.81959,0.00614,0.00115,0.00014,9.81978,0.00625,0.40876
26.34,18.438,-0.09693,-0.02475,9.7776,0.00537,0.00593,-0.00208,9.77811,0.00827,-2.08325
26.36,18.452,-0.04941,-0.03775,9.77857,0.003,0.00573,-0.00763,9.77877,0.01,0.03282
26.38,18.466,-0.10614,-0.02697,9.81595,-0.00068,-0.00278,-0.002,9.81656,0.00349,1.88971
26.4,18.48,-0.09077,-0.02976,9.77904,0.0024,0.01136,-0.00473,9.7795,0.01254,-1.85296
26.42,18.494,-0.10178,-0.05101,9.79934,-0.00092,0.00314,0.00582,9.8,0.00668,1.02488
26.44,18.508,-0.12108,-0.04567,9.83907,0.00301,0.00547,-0.0035,9.83992,0.00716,1.99602
26.46,18.522,-0.11026,-0.04195,9.85438,0.00163,0.00332,-0.00015,9.85508,0.0037,0.75807
26.48,18.536,-0.07923,-0.01712,9.83893,0.00198,0.00713,-0.00113,9.83926,0.00748,-0.79109
26.5,18.55,-0.08636,-0.03791,9.85067,0.00105,0.00204,0.00252,9.85112,0.00341,0.59297
26.52,18.564,-0.09423,-0.01663,9.84133,0.00777,-0.00132,-0.00169,9.84179,0.00806,-0.46655
26.54,18.578,-0.05603,-0.04647,9.84366,0.00511,0.00042,0.00563,9.84393,0.00762,0.10703
26.56,18.592,-0.07827,-0.0311,9.8291,0.00101,0.00761,0.00579,9.82946,0.00961,-0.72353
26.58,18.606,-0.00986,-0.01993,9.81589,0.00688,0.00511,0.00057,9.81592,0.00859,-0.67715
26.6,18.62,-0.01879,-0.00433,9.87304,0.00356,0.00087,0.00419,9.87306,0.00557,2.85696
26.62,18.634,0.01054,-0.00147,9.87598,0.00228,0.00366,0.00392,9.87599,0.00582,0.14671
26.64,18.648,0.01084,-0.04047,9.85888,0.00887,0.00069,0.00405,9.85897,0.00977,-0.85086
26.66,18.662,0.02461,-0.03283,9.8185,0.00879,-0.00137,0.0119,9.81859,0.01485,-2.01938
26.68,18.676,0.05413,-0.03474,9.85006,0.00726,0.00681,0.01046,9.85027,0.01444,1.58427
26.7,18.69,0.0802,-0.00232,9.83919,0.00842,0.00027,0.00464,9.83952,0.00962,-0.53771
26.72,18.704,0.06256,-0.01971,9.8831,0.005,0.00152,0.00757,9.88332,0.0092,2.18998
26.74,18.718,0.05756,-0.03368,9.86873,0.00053,0.00109,0.00752,9.86896,0.00762,-0.71794
26.76,18.732,0.03477,-0.01357,9.84075,0.00437,-0.0011,0.00473,9.84082,0.00653,-1.40668
26.78,18.746,-0.00147,-0.01303,9.85725,0.00571,0.00141,0.01305,9.85726,0.01432,0.82179
26.8,18.76,-0.00672,-0.0046,9.87262,0.00987,0.00002,0.00632,9.87262,0.01172,0.76819
26.82,18.774,-0.00108,-0.03311,9.87894,0.00679,0.00335,0.01726,9.879,0.01885,0.31872
26.84,18.788,-0.03441,-0.00304,9.84901,0.00655,0.00025,0.00701,9.84907,0.0096,-1.49624
26.86,18.802,-0.06203,-0.01205,9.87835,0.00471,-0.00417,0.01685,9.87856,0.01799,1.4741
26.88,18.816,-0.07934,0.00816,9.83367,0.00864,-0.00621,0.01601,9.83399,0.01922,-2.22833
26.9,18.83,-0.08648,-0.02086,9.87205,0.00779,-0.00305,0.01429,9.87245,0.01656,1.92325
26.92,18.844,-0.10611,0.00303,9.85269,0.00989,0.00139,0.00411,9.85327,0.0108,-0.95939
26.94,18.858,-0.09982,-0.02292,9.85217,0.0087,0.00152,0.01138,9.8527,0.01441,-0.02842
26.96,18.872,-0.09285,-0.00668,9.85098,0.0051,0.00035,0.00201,9.85142,0.0055,-0.06371
26.98,18.886,-0.11293,0.01748,9.8324,0.00647,-0.00476,0.01671,9.83307,0.01854,-0.91773
27,18.9,-0.09818,-0.01218,9.88036,0.01124,-0.00295,0.00628,9.88086,0.0132,2.38954
27.02,18.914,-0.06441,0.0043,9.83313,0.00824,-0.00323,0.00596,9.83334,0.01067,-2.37583
27.04,18.928,-0.02725,-0.01166,9.88641,0.01125,-0.00503,0.01549,9.88646,0.01979,2.65579
27.06,18.942,-0.06641,0.0081,9.83435,0.01351,-0.00763,0.01636,9.83457,0.02255,-2.59427
27.08,18.956,-0.06753,-0.00593,9.85692,0.00503,-0.00505,0.01612,9.85715,0.01762,1.1289
27.1,18.97,-0.05607,0.00453,9.82817,0.00599,0.00211,0.01737,9.82833,0.01849,-1.4412
27.12,18.984,-0.02017,0.01221,9.84569,0.0081,-0.00208,0.00639,9.84572,0.01052,0.86946
27.14,18.998,-0.04205,-0.00004,9.84176,0.00584,-0.0023,0.01186,9.84185,0.01342,-0.19353
27.16,19.012,-0.06608,0.00629,9.8479,0.01096,-0.00594,0.01449,9.84813,0.01912,0.31404
27.18,19.026,-0.06005,0.02201,9.85338,0.00846,-0.0073,0.02326,9.85359,0.0258,0.27303
27.2,19.04,-0.03689,0.00274,9.85837,0.00927,-0.00166,0.01574,9.85844,0.01834,0.24277
27.22,19.054,-0.04671,0.02117,9.82191,0.01193,-0.00347,0.0237,9.82204,0.02676,-1.82005
27.24,19.068,-0.0126,0.00887,9.79549,0.00579,-0.00083,0.01205,9.7955,0.0134,-1.32714
27.26,19.082,-0.01245,0.02199,9.79447,0.00847,-0.00417,0.01784,9.79451,0.02018,-0.04958
27.28,19.096,-0.02222,0.01107,9.83883,0.00998,-0.01084,0.01238,9.83887,0.01925,2.21792
27.3,19.11,0.01854,0.01287,9.81151,0.00755,-0.0086,0.00737,9.81154,0.01362,-1.36646
27.32,19.124,0.0122,0.01536,9.79375,0.01099,-0.00495,0.01084,9.79377,0.01621,-0.88853
27.34,19.138,0.06784,0.01778,9.81919,0.0129,-0.00746,0.01112,9.81944,0.01859,1.28391
27.36,19.152,0.05887,0.03939,9.80412,0.01056,-0.0114,0.01832,9.80437,0.02403,-0.75365
27.38,19.166,0.09806,0.03065,9.77018,0.00955,-0.0076,0.00637,9.77072,0.01377,-1.68234
27.4,19.18,0.11108,0.01379,9.78682,0.00868,-0.00684,0.01711,9.78746,0.02037,0.83682
27.42,19.194,0.11306,0.0177,9.7928,0.00928,-0.01117,0.01585,9.79347,0.0215,0.30052
27.44,19.208,0.09976,0.03252,9.82736,0.009,-0.01001,0.01102,9.82792,0.0174,1.72268
27.46,19.222,0.13252,0.01534,9.77765,0.00615,-0.00936,0.00938,9.77856,0.0146,-2.4685
27.48,19.236,0.11223,0.03575,9.79988,0.00926,-0.00745,0.01405,9.80059,0.0184,1.10175
27.5,19.25,0.07955,0.02231,9.7834,0.00777,-0.00692,0.01251,9.78375,0.01627,-0.84199
27.52,19.264,0.04764,0.04714,9.76419,0.00683,-0.01216,0.0066,9.76442,0.01543,-0.96633
27.54,19.278,0.03112,0.03375,9.75691,0.01247,-0.01084,0.00915,9.75702,0.01889,-0.37005
27.56,19.292,0.00144,0.02619,9.76557,0.01187,-0.00948,0.0099,9.7656,0.01813,0.42903
27.58,19.306,-0.01311,0.00558,9.78058,0.01035,-0.00826,0.01183,9.78059,0.01776,0.74928
27.6,19.32,-0.01094,0.00571,9.80899,0.01366,-0.00933,0.01325,9.80899,0.0212,1.42021
27.62,19.334,-0.01586,0.00813,9.77741,0.00908,-0.00646,0.00553,9.77743,0.01244,-1.57839
27.64,19.348,-0.04261,0.02948,9.74517,0.01209,-0.00703,0.01155,9.74531,0.01814,-1.6057
27.66,19.362,-0.03569,0.03981,9.72887,0.00806,-0.00918,0.0155,9.72902,0.01973,-0.81468
27.68,19.376,-0.0651,0.04765,9.75984,0.01167,-0.00709,0.01569,9.76017,0.0208,1.55756
27.7,19.39,-0.04363,0.05304,9.73409,0.01184,-0.00671,0.01081,9.73433,0.01738,-1.29194
27.72,19.404,-0.02443,0.0522,9.76705,0.01087,-0.0082,0.00699,9.76722,0.01531,1.64446
27.74,19.418,0.00366,0.05816,9.7464,0.00789,-0.00951,0.0101,9.74658,0.01596,-1.0321
27.76,19.432,-0.01877,0.03125,9.75555,0.01151,-0.01222,0.01026,9.75562,0.01967,0.45202
27.78,19.446,0.01701,0.0443,9.74752,0.00629,-0.00869,0.00951,9.74763,0.01434,-0.39928
27.8,19.46,0.0202,0.05046,9.76483,0.00695,-0.0069,0.0073,9.76498,0.01221,0.86726
27.82,19.474,0.03022,0.0591,9.74275,0.01309,-0.00628,0.00577,9.74298,0.01563,-1.10005
27.84,19.488,0.0547,0.04046,9.73334,0.0089,-0.00404,0.00431,9.73358,0.01068,-0.46974
27.86,19.502,0.03067,0.02021,9.74936,0.00929,-0.00684,-0.00125,9.74943,0.0116,0.79253
27.88,19.516,0.02045,0.04012,9.74166,0.00839,-0.00728,0.01004,9.74177,0.01497,-0.38317
27.9,19.53,0.0341,0.02398,9.74664,0.00903,-0.00966,0.00617,9.74673,0.01459,0.24806
27.92,19.544,0.05042,0.03667,9.75479,0.01044,-0.00804,0.00837,9.75499,0.01561,0.41296
27.94,19.558,0.03542,0.04455,9.7691,0.0051,-0.00416,0.0012,9.76926,0.00669,0.71369
27.96,19.572,0.09028,0.01977,9.71047,0.00431,-0.00476,0.00511,9.71091,0.00821,-2.91758
27.98,19.586,0.03572,0.04953,9.73243,0.01274,-0.00995,-0.00142,9.73262,0.01623,1.08553
28,19.6,0.06877,0.04011,9.7556,0.00323,-0.0109,0.00782,9.75593,0.0138,1.16528
28.02,19.614,0.08107,0.02438,9.78015,0.00891,-0.00894,0.00303,9.78051,0.01298,1.22936
28.04,19.628,0.07488,0.02366,9.77184,0.00632,-0.00267,0.00685,9.77216,0.00969,-0.41796
28.06,19.642,0.09162,0.04776,9.77849,0.0034,-0.00916,0.00118,9.77903,0.00984,0.34384
28.08,19.656,0.09742,0.03784,9.76473,0.0062,-0.01338,-0.00291,9.76529,0.01504,-0.68706
28.1,19.67,0.14299,0.04028,9.75147,0.00414,-0.00464,-0.00118,9.7526,0.00633,-0.63461
28.12,19.684,0.13443,0.07305,9.79111,0.01137,-0.00675,-0.00343,9.79231,0.01366,1.98534
28.14,19.698,0.12938,0.03928,9.77983,0.00677,-0.00943,-0.00389,9.78076,0.01225,-0.5771
28.16,19.712,0.14784,0.06888,9.76813,0.00456,-0.00754,0.00187,9.76949,0.00901,-0.56346
28.18,19.726,0.16122,0.03085,9.7802,0.00944,-0.00373,-0.00502,9.78158,0.01133,0.60415
28.2,19.74,0.12246,0.04622,9.7889,0.0127,-0.00759,-0.00842,9.78977,0.01702,0.4098
28.22,19.754,0.06647,0.03729,9.78389,0.00989,-0.00119,-0.00621,9.78419,0.01174,-0.27918
28.24,19.768,0.06231,0.01118,9.78391,0.011,-0.00409,-0.00853,9.78412,0.0145,-0.00374
28.26,19.782,0.06905,0.0371,9.80874,0.00628,-0.00281,-0.00922,9.80906,0.0115,1.24712
28.28,19.796,0.01552,0.03108,9.80691,0.00809,-0.00722,-0.0111,9.80698,0.01552,-0.10406
28.3,19.81,0.01934,0.05194,9.79212,0.00344,-0.00425,-0.00989,9.79228,0.0113,-0.73499
28.32,19.824,-0.0527,0.00973,9.81943,0.0068,-0.0071,0.00057,9.81958,0.00985,1.36494
28.34,19.838,-0.02935,0.03437,9.8093,0.00487,-0.00574,-0.00674,9.8094,0.0101,-0.50864
28.36,19.852,-0.05636,0.02085,9.79495,0.00269,-0.00361,-0.00777,9.79514,0.00898,-0.71321
28.38,19.866,-0.02776,-0.01441,9.77989,0.00453,-0.00272,-0.00881,9.77994,0.01027,-0.75997
28.4,19.88,-0.05662,0.01502,9.79393,0.008,0.00052,-0.00509,9.79411,0.0095,0.70848
28.42,19.894,-0.05131,0.01626,9.78699,0.00633,-0.00001,-0.01106,9.78714,0.01274,-0.34848
28.44,19.908,-0.04982,0.02341,9.80869,0.00481,-0.00073,-0.01098,9.80884,0.012,1.08518
28.46,19.922,-0.03971,0.02656,9.82748,0.00432,-0.00232,-0.01199,9.82759,0.01296,0.93757
28.48,19.936,-0.03599,0.03771,9.84897,0.00062,0.00172,-0.01637,9.8491,0.01647,1.07556
28.5,19.95,-0.00833,0.00439,9.87277,0.00552,-0.0014,-0.00891,9.87278,0.01057,1.18361
28.52,19.964,-0.01349,0.02435,9.82763,0.00165,-0.00425,-0.00949,9.82767,0.01052,-2.25558
28.54,19.978,0.00328,0.03558,9.84062,0.00212,0.00292,-0.00148,9.84069,0.0039,0.65097
28.56,19.992,-0.00242,0.04547,9.83246,0.00538,0.00014,-0.00948,9.83257,0.01091,-0.40587
28.58,20.006,0.00851,0.0227,9.87089,0.00521,0.00177,-0.01013,9.87092,0.01153,1.91751
28.6,20.02,0.04436,0.01541,9.85909,-0.00224,0.00071,-0.01481,9.85921,0.01499,-0.58556
28.62,20.034,0.01474,0.03941,9.80273,0.0033,-0.00113,-0.00916,9.80282,0.0098,-2.81933
28.64,20.048,0.01671,0.00336,9.85253,-0.00296,-0.00489,-0.01167,9.85255,0.01299,2.48631
28.66,20.062,-0.01081,-0.01272,9.86404,0.00007,0.00246,-0.01215,9.86405,0.0124,0.57533
28.68,20.076,0.02887,0.0088,9.85905,0.00303,-0.00317,-0.01344,9.8591,0.01414,-0.24784
28.7,20.09,-0.01122,0.01938,9.84302,-0.00211,-0.00044,-0.01478,9.84304,0.01494,-0.80264
28.72,20.104,0.03142,0.00528,9.88348,0.00204,-0.00092,-0.01112,9.88353,0.01134,2.02445
28.74,20.118,0.0237,0.00655,9.85325,-0.00098,0.00263,-0.01752,9.85328,0.01775,-1.51274
28.76,20.132,0.01187,0.00574,9.8491,0.00054,0.00015,-0.01244,9.84911,0.01245,-0.20856
28.78,20.146,0.04192,-0.03442,9.87701,-0.00006,0.00094,-0.00966,9.87716,0.0097,1.40287
28.8,20.16,0.05301,-0.01086,9.86809,0.00136,-0.00305,-0.01746,9.86824,0.01778,-0.44638
28.82,20.174,0.04326,-0.02483,9.868,0.00149,0.00212,-0.01249,9.86812,0.01275,-0.00575
28.84,20.188,0.05093,-0.01232,9.8971,-0.00238,0.00739,-0.01187,9.89723,0.01418,1.45564
28.86,20.202,0.08259,-0.01388,9.85624,0.00286,0.00441,-0.01132,9.85659,0.01249,-2.03198
28.88,20.216,0.07649,-0.02887,9.88859,-0.00155,-0.0014,-0.00893,9.88892,0.00917,1.61648
28.9,20.23,0.05474,-0.01429,9.90319,0.00293,0.00105,-0.0153,9.90335,0.01562,0.72127
28.92,20.244,0.05024,-0.03607,9.86705,-0.00393,0.00761,-0.01628,9.86724,0.0184,-1.80529
28.94,20.258,0.0108,-0.01904,9.87001,-0.00137,0.00081,-0.0153,9.87004,0.01538,0.13977
28.96,20.272,-0.00085,-0.00494,9.87629,-0.00125,-0.00219,-0.014,9.87629,0.01422,0.31254
28.98,20.286,-0.01615,-0.01948,9.84145,-0.00578,0.0039,-0.0194,9.84149,0.02062,-1.74021
29,20.3,-0.06365,-0.00929,9.85262,-0.00117,0.00206,-0.01401,9.85283,0.01421,0.56699
29.02,20.314,-0.07391,-0.01138,9.89247,0.00067,0.0036,-0.01448,9.89276,0.01494,1.99661
29.04,20.328,-0.11157,-0.01683,9.89046,0.00272,0.00794,-0.01444,9.8911,0.0167,-0.08286
29.06,20.342,-0.10757,-0.00502,9.85915,0.00175,0.005,-0.00898,9.85974,0.01043,-1.56802
29.08,20.356,-0.13291,-0.0398,9.88902,-0.00302,0.00218,-0.02184,9.88999,0.02215,1.51271
29.1,20.37,-0.14749,-0.05031,9.83283,-0.0041,0.00341,-0.01642,9.83407,0.01726,-2.79623
29.12,20.384,-0.12715,-0.01403,9.81844,-0.00172,0.00488,-0.02173,9.81927,0.02234,-0.74005
29.14,20.398,-0.12124,-0.00482,9.86495,-0.00216,0.00437,-0.01244,9.86569,0.01336,2.32125
29.16,20.412,-0.12009,-0.02896,9.85302,-0.00362,0.0064,-0.0132,9.85379,0.01511,-0.59505
29.18,20.426,-0.13388,-0.03708,9.81788,-0.004,0.00762,-0.01334,9.81886,0.01588,-1.7466
29.2,20.44,-0.0916,-0.01211,9.85182,-0.00255,0.00918,-0.00746,9.85225,0.0121,1.66964
29.22,20.454,-0.10546,-0.01819,9.82569,-0.00256,0.01067,-0.01338,9.82628,0.01731,-1.2988
29.24,20.468,-0.0749,-0.02346,9.8341,-0.00308,0.00424,-0.0187,9.83441,0.01942,0.40666
29.26,20.482,-0.07186,-0.04154,9.8811,-0.00873,0.0095,-0.00697,9.88145,0.01467,2.35181
29.28,20.496,-0.07118,-0.03757,9.8393,-0.00808,0.00771,-0.01359,9.83963,0.01759,-2.09076
29.3,20.51,-0.03571,-0.05088,9.81616,-0.00885,0.00539,-0.0118,9.81636,0.01571,-1.16359
29.32,20.524,-0.02437,-0.0268,9.84732,-0.00301,0.00573,-0.01148,9.84738,0.01318,1.55124
29.34,20.538,-0.03154,-0.05002,9.79511,-0.00646,0.00219,-0.01404,9.79529,0.01561,-2.60466
29.36,20.552,0.00749,-0.03215,9.79521,-0.00322,0.01534,-0.00082,9.79526,0.0157,-0.00151
29.38,20.566,-0.0049,-0.03195,9.80265,-0.00488,0.00804,-0.00907,9.8027,0.01307,0.37208
29.4,20.58,-0.02002,-0.02499,9.82666,-0.00695,0.0032,-0.01282,9.82671,0.01493,1.20061
29.42,20.594,-0.01674,-0.03105,9.77636,-0.0077,0.00888,-0.00957,9.77642,0.01515,-2.5147
29.44,20.608,0.02033,-0.05978,9.78695,-0.00144,0.00742,-0.01745,9.78715,0.01901,0.53665
29.46,20.622,-0.03265,-0.03746,9.80189,-0.00975,0.00737,-0.01063,9.80201,0.0162,0.74301
29.48,20.636,-0.03151,-0.0411,9.79602,-0.00654,0.01134,-0.00665,9.79616,0.01469,-0.29281
29.5,20.65,-0.00705,-0.05675,9.76943,-0.01004,0.00981,-0.00472,9.7696,0.01481,-1.32803
29.52,20.664,0.00466,-0.03711,9.76091,-0.0129,0.00769,-0.00489,9.76098,0.01579,-0.43098
29.54,20.678,-0.02174,-0.04073,9.76856,-0.00998,0.00829,-0.00946,9.76867,0.01606,0.38475
29.56,20.692,0.01674,-0.04721,9.77561,-0.00626,0.0104,0.00094,9.77573,0.01218,0.35308
29.58,20.706,0.00457,-0.06201,9.77483,-0.00736,0.00455,-0.00643,9.77503,0.01078,-0.03539
29.6,20.72,0.0023,-0.04058,9.78858,-0.00774,0.00262,-0.00791,9.78867,0.01138,0.68209
29.62,20.734,0.0247,-0.03862,9.75066,-0.01089,0.00689,-0.00447,9.75077,0.01364,-1.89483
29.64,20.748,0.03018,-0.077,9.75292,-0.0126,0.00121,0.00827,9.75327,0.01512,0.12475
29.66,20.762,0.00981,-0.0446,9.77929,-0.00869,0.00593,-0.00305,9.7794,0.01095,1.30674
29.68,20.776,-0.03229,-0.07285,9.75456,-0.01187,0.0054,-0.00237,9.75489,0.01326,-1.22562
29.7,20.79,-0.0241,-0.03949,9.73118,-0.00685,0.00744,-0.00326,9.73129,0.01062,-1.18018
29.72,20.804,-0.04968,-0.05345,9.77628,-0.00484,0.0078,-0.00445,9.77655,0.0102,2.2632
29.74,20.818,-0.09501,-0.05259,9.78474,-0.01096,0.01327,0.00737,9.78534,0.01873,0.43945
29.76,20.832,-0.0802,-0.03821,9.75094,-0.0058,0.00685,0.00817,9.75135,0.01214,-1.69946
29.78,20.846,-0.12355,-0.04335,9.74519,-0.01227,0.01113,-0.00536,9.74607,0.01741,-0.26375
29.8,20.86,-0.09515,-0.034,9.75958,-0.01311,0.00134,0.00321,9.7601,0.01356,0.70127
29.82,20.874,-0.1354,-0.07064,9.7638,-0.00639,0.00424,0.0031,9.76499,0.00827,0.24462
29.84,20.888,-0.11485,-0.03892,9.74582,-0.01201,0.0073,0.00073,9.74658,0.01407,-0.92085
29.86,20.902,-0.12353,-0.04716,9.7415,-0.01447,0.01139,0.00131,9.7424,0.01846,-0.20878
29.88,20.916,-0.11618,-0.03338,9.74853,-0.00759,0.00933,0.008,9.74928,0.01445,0.34377
29.9,20.93,-0.08398,-0.04009,9.72129,-0.00829,0.00408,0.00426,9.72174,0.01018,-1.37683
29.92,20.944,-0.08988,-0.02379,9.76235,-0.01133,0.00767,-0.00227,9.76279,0.01387,2.05271
29.94,20.958,-0.05444,-0.01885,9.73264,-0.00633,0.01006,0.00122,9.73281,0.01195,-1.49924
29.96,20.972,0.00225,-0.01566,9.73439,-0.0068,0.0066,0.0064,9.7344,0.01144,0.07974
29.98,20.986,0.01565,-0.03932,9.78319,-0.01006,0.00899,0.00317,9.78328,0.01386,2.44387
30,21,0.04648,-0.03118,9.77629,-0.00874,0.00913,0.00267,9.77645,0.01291,-0.34146
30.02,21.014,0.02206,-0.02619,9.76659,-0.00473,0.01131,0.00786,9.76665,0.01457,-0.49017
30.04,21.028,0.04769,-0.03996,9.75546,-0.00593,0.00043,0.00644,9.75565,0.00877,-0.5497
30.06,21.042,0.03977,-0.04006,9.7317,-0.00659,-0.0003,0.00229,9.73186,0.00698,-1.18962
30.08,21.056,0.06396,-0.03171,9.71532,-0.00773,0.00702,0.00727,9.71559,0.01272,-0.81378
30.1,21.07,0.08078,-0.03187,9.77027,-0.01035,0.00944,0.00352,9.77066,0.01445,2.75376
30.12,21.084,0.06179,-0.03084,9.78953,-0.01354,-0.00021,0.00918,9.78978,0.01636,0.95588
30.14,21.098,0.07138,-0.02351,9.78094,-0.0113,0.00501,0.01328,9.78123,0.01814,-0.4276
30.16,21.112,0.03431,-0.01873,9.76748,-0.00564,0.00164,0.0114,9.76756,0.01282,-0.68343
30.18,21.126,0.06835,-0.05621,9.78767,-0.01477,0.00645,0.01254,9.78807,0.02042,1.02585
30.2,21.14,0.08152,-0.02646,9.80175,-0.00745,0.00317,0.00425,9.80213,0.00915,0.70265
30.22,21.154,0.04276,-0.02396,9.81213,-0.00968,-0.00258,0.00585,9.81225,0.0116,0.5062
30.24,21.168,0.0599,-0.01097,9.77047,-0.00383,0.00693,0.00614,9.77066,0.01002,-2.07949
30.26,21.182,0.06467,-0.03108,9.79556,-0.01081,-0.00166,0.0105,9.79582,0.01516,1.25803
30.28,21.196,0.05615,-0.0524,9.79978,-0.00764,0.00124,0.01225,9.80009,0.01449,0.21314
30.3,21.21,0.05983,-0.03822,9.78091,-0.00735,0.00272,0.01495,9.78116,0.01688,-0.94607
30.32,21.224,0.10421,-0.0074,9.79486,-0.01285,-0.00007,0.01885,9.79542,0.02281,0.71265
30.34,21.238,0.07318,-0.02087,9.80263,-0.01047,-0.00325,0.00829,9.80292,0.01375,0.37518
